time	V(vid)	V(vodn)	V(vodp)
1.896048437574772e-003	-9.115329e-002	8.737926e+000	9.118375e-001
1.900931250074772e-003	-8.745622e-002	8.699404e+000	9.520329e-001
1.905814062574772e-003	-8.367684e-002	8.654465e+000	9.986596e-001
1.910696875074772e-003	-7.981870e-002	8.602059e+000	1.052759e+000
1.915579687574772e-003	-7.588544e-002	8.541001e+000	1.115512e+000
1.920462500074772e-003	-7.188077e-002	8.469958e+000	1.188242e+000
1.925345312574772e-003	-6.780843e-002	8.387457e+000	1.272416e+000
1.930228125074772e-003	-6.367229e-002	8.291897e+000	1.369623e+000
1.935110937574771e-003	-5.947621e-002	8.181576e+000	1.481556e+000
1.939993750074771e-003	-5.522416e-002	8.054733e+000	1.609966e+000
1.944876562574771e-003	-5.092013e-002	7.909616e+000	1.756593e+000
1.949759375074771e-003	-4.656818e-002	7.744564e+000	1.923088e+000
1.954642187574771e-003	-4.217240e-002	7.558116e+000	2.110896e+000
1.959525000074771e-003	-3.773693e-002	7.349149e+000	2.321134e+000
1.964407812574771e-003	-3.326594e-002	7.117006e+000	2.554440e+000
1.969290625074771e-003	-2.876364e-002	6.861652e+000	2.810842e+000
1.974173437574771e-003	-2.423428e-002	6.583797e+000	3.089619e+000
1.979056250074771e-003	-1.968210e-002	6.284986e+000	3.389213e+000
1.983939062574771e-003	-1.511140e-002	5.967650e+000	3.707187e+000
1.993704687574770e-003	-5.931645e-003	5.291310e+000	4.384334e+000
2.008353125074770e-003	7.869021e-003	4.240671e+000	5.434948e+000
2.018118750074770e-003	1.703966e-002	3.573370e+000	6.101397e+000
2.023001562574770e-003	2.160307e-002	3.262657e+000	6.411444e+000
2.027884375074770e-003	2.614616e-002	2.971435e+000	6.701848e+000
2.032767187574770e-003	3.066464e-002	2.701781e+000	6.970541e+000
2.037650000074769e-003	3.515425e-002	2.454897e+000	7.216333e+000
2.042532812574769e-003	3.961078e-002	2.231182e+000	7.438837e+000
2.047415625074769e-003	4.403004e-002	2.030339e+000	7.638362e+000
2.052298437574769e-003	4.840785e-002	1.851514e+000	7.815776e+000
2.057181250074769e-003	5.274010e-002	1.693437e+000	7.972363e+000
2.062064062574769e-003	5.702271e-002	1.554563e+000	8.109680e+000
2.066946875074769e-003	6.125166e-002	1.433193e+000	8.229441e+000
2.071829687574769e-003	6.542296e-002	1.327571e+000	8.333411e+000
2.076712500074769e-003	6.953268e-002	1.235966e+000	8.423336e+000
2.081595312574769e-003	7.357696e-002	1.156721e+000	8.500880e+000
2.086478125074768e-003	7.755200e-002	1.088296e+000	8.567595e+000
2.091360937574768e-003	8.145405e-002	1.029283e+000	8.624894e+000
2.096243750074768e-003	8.527943e-002	9.784172e-001	8.674052e+000
2.101126562574768e-003	8.902455e-002	9.345758e-001	8.716197e+000
2.106009375074768e-003	9.268589e-002	8.967733e-001	8.752321e+000
2.110892187574768e-003	9.625999e-002	8.641509e-001	8.783289e+000
2.115775000074768e-003	9.974350e-002	8.359658e-001	8.809847e+000
2.120657812574768e-003	1.031331e-001	8.115783e-001	8.832640e+000
2.125540625074768e-003	1.064257e-001	7.904406e-001	8.852219e+000
2.130423437574767e-003	1.096181e-001	7.720847e-001	8.869055e+000
2.135306250074767e-003	1.127073e-001	7.561119e-001	8.883551e+000
2.140189062574767e-003	1.156905e-001	7.421831e-001	8.896047e+000
2.145071875074767e-003	1.185648e-001	7.300104e-001	8.906835e+000
2.149954687574767e-003	1.213274e-001	7.193499e-001	8.916161e+000
2.154837500074767e-003	1.239759e-001	7.099944e-001	8.924233e+000
2.159720312574767e-003	1.265077e-001	7.017685e-001	8.931231e+000
2.164603125074767e-003	1.289205e-001	6.945238e-001	8.937302e+000
2.169485937574767e-003	1.312119e-001	6.881343e-001	8.942575e+000
2.174368750074767e-003	1.333798e-001	6.824933e-001	8.947159e+000
2.179251562574766e-003	1.354222e-001	6.775104e-001	8.951144e+000
2.184134375074766e-003	1.373371e-001	6.731092e-001	8.954610e+000
2.189017187574766e-003	1.391228e-001	6.692245e-001	8.957621e+000
2.193900000074766e-003	1.407776e-001	6.658016e-001	8.960234e+000
2.198782812574766e-003	1.422998e-001	6.627940e-001	8.962496e+000
2.203665625074766e-003	1.436881e-001	6.601623e-001	8.964447e+000
2.208548437574766e-003	1.449412e-001	6.578736e-001	8.966121e+000
2.213431250074766e-003	1.460579e-001	6.559001e-001	8.967546e+000
2.218314062574766e-003	1.470371e-001	6.542186e-001	8.968748e+000
2.223196875074766e-003	1.478779e-001	6.528101e-001	8.969745e+000
2.228079687574765e-003	1.485795e-001	6.516590e-001	8.970551e+000
2.232962500074765e-003	1.491413e-001	6.507528e-001	8.971183e+000
2.237845312574765e-003	1.495628e-001	6.500821e-001	8.971647e+000
2.242728125074765e-003	1.498435e-001	6.496396e-001	8.971952e+000
2.247610937574765e-003	1.499831e-001	6.494210e-001	8.972103e+000
2.252493750074765e-003	1.499816e-001	6.494240e-001	8.972102e+000
2.257376562574765e-003	1.498389e-001	6.496485e-001	8.971949e+000
2.262259375074765e-003	1.495552e-001	6.500970e-001	8.971642e+000
2.267142187574765e-003	1.491308e-001	6.507738e-001	8.971174e+000
2.272025000074764e-003	1.485660e-001	6.516861e-001	8.970540e+000
2.276907812574764e-003	1.478613e-001	6.528436e-001	8.969730e+000
2.281790625074764e-003	1.470175e-001	6.542586e-001	8.968731e+000
2.286673437574764e-003	1.460354e-001	6.559468e-001	8.967525e+000
2.291556250074764e-003	1.449158e-001	6.579274e-001	8.966096e+000
2.296439062574764e-003	1.436598e-001	6.602235e-001	8.964417e+000
2.301321875074764e-003	1.422686e-001	6.628630e-001	8.962461e+000
2.306204687574764e-003	1.407435e-001	6.658789e-001	8.960194e+000
2.311087500074764e-003	1.390859e-001	6.693107e-001	8.957574e+000
2.315970312574764e-003	1.372975e-001	6.732050e-001	8.954556e+000
2.320853125074763e-003	1.353798e-001	6.776167e-001	8.951082e+000
2.325735937574763e-003	1.333347e-001	6.826110e-001	8.947087e+000
2.330618750074763e-003	1.311641e-001	6.882646e-001	8.942492e+000
2.335501562574763e-003	1.288700e-001	6.946682e-001	8.937206e+000
2.340384375074763e-003	1.264547e-001	7.019285e-001	8.931120e+000
2.345267187574763e-003	1.239204e-001	7.101719e-001	8.924106e+000
2.350150000074763e-003	1.212694e-001	7.195473e-001	8.916013e+000
2.355032812574763e-003	1.185043e-001	7.302305e-001	8.906663e+000
2.359915625074763e-003	1.156277e-001	7.424288e-001	8.895848e+000
2.364798437574762e-003	1.126422e-001	7.563871e-001	8.883320e+000
2.369681250074762e-003	1.095507e-001	7.723939e-001	8.868787e+000
2.374564062574762e-003	1.063561e-001	7.907891e-001	8.851907e+000
2.379446875074762e-003	1.030615e-001	8.119721e-001	8.832277e+000
2.384329687574762e-003	9.966978e-002	8.364123e-001	8.809424e+000
2.389212500074762e-003	9.618430e-002	8.646586e-001	8.782797e+000
2.394095312574762e-003	9.260830e-002	8.973519e-001	8.751748e+000
2.398978125074762e-003	8.894513e-002	9.352368e-001	8.715529e+000
2.403860937574762e-003	8.519825e-002	9.791737e-001	8.673275e+000
2.408743750074762e-003	8.137118e-002	1.030150e+000	8.623990e+000
2.413626562574761e-003	7.746753e-002	1.089291e+000	8.566545e+000
2.418509375074761e-003	7.349097e-002	1.157862e+000	8.499664e+000
2.423392187574761e-003	6.944524e-002	1.237274e+000	8.421932e+000
2.428275000074761e-003	6.533416e-002	1.329069e+000	8.331795e+000
2.433157812574761e-003	6.116158e-002	1.434904e+000	8.227587e+000
2.438040625074761e-003	5.693144e-002	1.556512e+000	8.107566e+000
2.442923437574761e-003	5.264772e-002	1.695647e+000	7.969966e+000
2.447806250074761e-003	4.831445e-002	1.854007e+000	7.813076e+000
2.452689062574761e-003	4.393571e-002	2.033135e+000	7.635344e+000
2.457571875074761e-003	3.951561e-002	2.234294e+000	7.435493e+000
2.462454687574760e-003	3.505833e-002	2.458333e+000	7.212662e+000
2.467337500074760e-003	3.056805e-002	2.705538e+000	6.966552e+000
2.472220312574760e-003	2.604900e-002	2.975503e+000	6.697560e+000
2.477103125074760e-003	2.150543e-002	3.267014e+000	6.406889e+000
2.481985937574760e-003	1.694163e-002	3.577984e+000	6.096615e+000
2.491751562574760e-003	7.770489e-003	4.245660e+000	5.429874e+000
2.506400000074759e-003	-6.030233e-003	5.296413e+000	4.379296e+000
2.516165625074759e-003	-1.520956e-002	5.972508e+000	3.702482e+000
2.521048437574759e-003	-1.977991e-002	6.289638e+000	3.384749e+000
2.525931250074759e-003	-2.433164e-002	6.588196e+000	3.085432e+000
2.530814062574759e-003	-2.886047e-002	6.865764e+000	2.806959e+000
2.535696875074759e-003	-3.336214e-002	7.120806e+000	2.550876e+000
2.540579687574759e-003	-3.783241e-002	7.352624e+000	2.317893e+000
2.545462500074759e-003	-4.226708e-002	7.561265e+000	2.107975e+000
2.550345312574759e-003	-4.666196e-002	7.747389e+000	1.920475e+000
2.555228125074758e-003	-5.101293e-002	7.912132e+000	1.754272e+000
2.560110937574758e-003	-5.531588e-002	8.056958e+000	1.607915e+000
2.564993750074758e-003	-5.956678e-002	8.183530e+000	1.479753e+000
2.569876562574758e-003	-6.376161e-002	8.293605e+000	1.368042e+000
2.574759375074758e-003	-6.789643e-002	8.388943e+000	1.271034e+000
2.579642187574758e-003	-7.196735e-002	8.471247e+000	1.187037e+000
2.584525000074758e-003	-7.597054e-002	8.542114e+000	1.114461e+000
2.589407812574758e-003	-7.990222e-002	8.603020e+000	1.051843e+000
2.594290625074758e-003	-8.375871e-002	8.655291e+000	9.978608e-001
2.599173437574757e-003	-8.753636e-002	8.700114e+000	9.513354e-001
2.604056250074757e-003	-9.123163e-002	8.738536e+000	9.112273e-001
2.608939062574757e-003	-9.484103e-002	8.771471e+000	8.766283e-001
2.613821875074757e-003	-9.836118e-002	8.799709e+000	8.467504e-001
2.618704687574757e-003	-1.017887e-001	8.823937e+000	8.209145e-001
2.623587500074757e-003	-1.051205e-001	8.844741e+000	7.985373e-001
2.628470312574757e-003	-1.083533e-001	8.862622e+000	7.791202e-001
2.633353125074757e-003	-1.114842e-001	8.878010e+000	7.622380e-001
2.638235937574757e-003	-1.145101e-001	8.891268e+000	7.475288e-001
2.643118750074757e-003	-1.174283e-001	8.902708e+000	7.346852e-001
2.648001562574756e-003	-1.202359e-001	8.912592e+000	7.234467e-001
2.652884375074756e-003	-1.229304e-001	8.921143e+000	7.135918e-001
2.657767187574756e-003	-1.255092e-001	8.928551e+000	7.049334e-001
2.662650000074756e-003	-1.279698e-001	8.934976e+000	6.973125e-001
2.667532812574756e-003	-1.303100e-001	8.940555e+000	6.905947e-001
2.672415625074756e-003	-1.325276e-001	8.945402e+000	6.846660e-001
2.677298437574756e-003	-1.346205e-001	8.949617e+000	6.794298e-001
2.682181250074756e-003	-1.365866e-001	8.953281e+000	6.748043e-001
2.687064062574756e-003	-1.384242e-001	8.956467e+000	6.707201e-001
2.691946875074756e-003	-1.401315e-001	8.959233e+000	6.671185e-001
2.696829687574755e-003	-1.417069e-001	8.961630e+000	6.639498e-001
2.701712500074755e-003	-1.431490e-001	8.963701e+000	6.611721e-001
2.706595312574755e-003	-1.444563e-001	8.965483e+000	6.587498e-001
2.711478125074755e-003	-1.456276e-001	8.967005e+000	6.566532e-001
2.716360937574755e-003	-1.466620e-001	8.968294e+000	6.548575e-001
2.721243750074755e-003	-1.475582e-001	8.969370e+000	6.533418e-001
2.726126562574755e-003	-1.483156e-001	8.970251e+000	6.520894e-001
2.731009375074755e-003	-1.489334e-001	8.970951e+000	6.510866e-001
2.735892187574755e-003	-1.494111e-001	8.971481e+000	6.503226e-001
2.740775000074754e-003	-1.497481e-001	8.971849e+000	6.497896e-001
2.745657812574754e-003	-1.499442e-001	8.972061e+000	6.494818e-001
2.750540625074754e-003	-1.499991e-001	8.972120e+000	6.493962e-001
2.755423437574754e-003	-1.499129e-001	8.972029e+000	6.495320e-001
2.760306250074754e-003	-1.496856e-001	8.971783e+000	6.498905e-001
2.765189062574754e-003	-1.493174e-001	8.971380e+000	6.504753e-001
2.770071875074754e-003	-1.488087e-001	8.970814e+000	6.512924e-001
2.774954687574754e-003	-1.481599e-001	8.970076e+000	6.523504e-001
2.779837500074754e-003	-1.473717e-001	8.969154e+000	6.536608e-001
2.784720312574754e-003	-1.464448e-001	8.968034e+000	6.552376e-001
2.789603125074753e-003	-1.453800e-001	8.966696e+000	6.570987e-001
2.794485937574753e-003	-1.441785e-001	8.965120e+000	6.592655e-001
2.799368750074753e-003	-1.428412e-001	8.963279e+000	6.617640e-001
2.804251562574753e-003	-1.413695e-001	8.961141e+000	6.646250e-001
2.809134375074753e-003	-1.397647e-001	8.958667e+000	6.678853e-001
2.814017187574753e-003	-1.380284e-001	8.955814e+000	6.715885e-001
2.818900000074753e-003	-1.361622e-001	8.952530e+000	6.757860e-001
2.823782812574753e-003	-1.341679e-001	8.948752e+000	6.805388e-001
2.828665625074753e-003	-1.320472e-001	8.944408e+000	6.859186e-001
2.833548437574752e-003	-1.298023e-001	8.939410e+000	6.920103e-001
2.838431250074752e-003	-1.274353e-001	8.933659e+000	6.989139e-001
2.843314062574752e-003	-1.249482e-001	8.927032e+000	7.067477e-001
2.848196875074752e-003	-1.223436e-001	8.919390e+000	7.156507e-001
2.853079687574752e-003	-1.196239e-001	8.910566e+000	7.257878e-001
2.857962500074752e-003	-1.167915e-001	8.900365e+000	7.373528e-001
2.862845312574752e-003	-1.138493e-001	8.888554e+000	7.505752e-001
2.867728125074752e-003	-1.107998e-001	8.874861e+000	7.657249e-001
2.872610937574752e-003	-1.076462e-001	8.858965e+000	7.831203e-001
2.877493750074752e-003	-1.043912e-001	8.840487e+000	8.031360e-001
2.882376562574751e-003	-1.010379e-001	8.818986e+000	8.262122e-001
2.887259375074751e-003	-9.758954e-002	8.793940e+000	8.528645e-001
2.892142187574751e-003	-9.404935e-002	8.764744e+000	8.836958e-001
2.897025000074751e-003	-9.042063e-002	8.730690e+000	9.194075e-001
2.901907812574751e-003	-8.670682e-002	8.690961e+000	9.608124e-001
2.906790625074751e-003	-8.291140e-002	8.644616e+000	1.008846e+000
2.911673437574751e-003	-7.903795e-002	8.590580e+000	1.064577e+000
2.916556250074751e-003	-7.509010e-002	8.527637e+000	1.129215e+000
2.921439062574751e-003	-7.107159e-002	8.454424e+000	1.204112e+000
2.926321875074751e-003	-6.698619e-002	8.369443e+000	1.290761e+000
2.931204687574750e-003	-6.283774e-002	8.271069e+000	1.390776e+000
2.936087500074750e-003	-5.863015e-002	8.157585e+000	1.505864e+000
2.940970312574750e-003	-5.436738e-002	8.027227e+000	1.637779e+000
2.945853125074750e-003	-5.005344e-002	7.878251e+000	1.788253e+000
2.950735937574750e-003	-4.569240e-002	7.709028e+000	1.958903e+000
2.955618750074750e-003	-4.128835e-002	7.518154e+000	2.151121e+000
2.960501562574750e-003	-3.684544e-002	7.304585e+000	2.365939e+000
2.965384375074750e-003	-3.236785e-002	7.067781e+000	2.603885e+000
2.970267187574750e-003	-2.785980e-002	6.807845e+000	2.864845e+000
2.975150000074749e-003	-2.332553e-002	6.525646e+000	3.147938e+000
2.980032812574749e-003	-1.876930e-002	6.222907e+000	3.451431e+000
2.989798437574749e-003	-9.608163e-003	5.567077e+000	4.108321e+000
2.993983705431892e-003	-5.662059e-003	5.263696e+000	4.411962e+000
2.998168973289035e-003	-1.718850e-003	4.963476e+000	4.712319e+000
3.002354241146177e-003	2.221464e-003	4.666418e+000	5.009393e+000
3.006539509003320e-003	6.158881e-003	4.372521e+000	5.303183e+000
3.010724776860463e-003	1.009340e-002	4.081785e+000	5.593689e+000
3.014910044717606e-003	1.402503e-002	3.794211e+000	5.880911e+000
3.019095312574749e-003	1.795376e-002	3.509798e+000	6.164849e+000
3.023978125074748e-003	2.251345e-002	3.202774e+000	6.471176e+000
3.028860937574748e-003	2.705196e-002	2.915728e+000	6.757374e+000
3.033743750074748e-003	3.156501e-002	2.650559e+000	7.021555e+000
3.038626562574748e-003	3.604834e-002	2.408301e+000	7.262696e+000
3.043509375074748e-003	4.049775e-002	2.189204e+000	7.480559e+000
3.048392187574748e-003	4.490905e-002	1.992848e+000	7.675578e+000
3.053275000074748e-003	4.927807e-002	1.818285e+000	7.848713e+000
3.058157812574748e-003	5.360072e-002	1.664178e+000	8.001315e+000
3.063040625074748e-003	5.787292e-002	1.528945e+000	8.134980e+000
3.067923437574747e-003	6.209066e-002	1.410865e+000	8.251441e+000
3.072806250074747e-003	6.624995e-002	1.308183e+000	8.352466e+000
3.077689062574747e-003	7.034690e-002	1.219179e+000	8.439785e+000
3.082571875074747e-003	7.437763e-002	1.142218e+000	8.515042e+000
3.087454687574747e-003	7.833837e-002	1.075783e+000	8.579765e+000
3.092337500074747e-003	8.222537e-002	1.018496e+000	8.635339e+000
3.097220312574747e-003	8.603499e-002	9.691204e-001	8.683008e+000
3.102103125074747e-003	8.976363e-002	9.265615e-001	8.723874e+000
3.106985937574747e-003	9.340779e-002	8.898598e-001	8.758902e+000
3.111868750074747e-003	9.696405e-002	8.581808e-001	8.788931e+000
3.116751562574746e-003	1.004290e-001	8.308032e-001	8.814688e+000
3.121634375074746e-003	1.037995e-001	8.071068e-001	8.836797e+000
3.126517187574746e-003	1.070723e-001	7.865605e-001	8.855791e+000
3.131400000074746e-003	1.102443e-001	7.687111e-001	8.872129e+000
3.136282812574746e-003	1.133125e-001	7.531725e-001	8.886200e+000
3.141165625074746e-003	1.162741e-001	7.396165e-001	8.898333e+000
3.146048437574746e-003	1.191263e-001	7.277645e-001	8.908810e+000
3.150931250074746e-003	1.218664e-001	7.173804e-001	8.917870e+000
3.155814062574746e-003	1.244917e-001	7.082639e-001	8.925714e+000
3.160696875074746e-003	1.269999e-001	7.002454e-001	8.932514e+000
3.165579687574745e-003	1.293886e-001	6.931812e-001	8.938416e+000
3.170462500074745e-003	1.316554e-001	6.869493e-001	8.943544e+000
3.175345312574745e-003	1.337984e-001	6.814467e-001	8.948001e+000
3.180228125074745e-003	1.358155e-001	6.765859e-001	8.951877e+000
3.185110937574745e-003	1.377047e-001	6.722928e-001	8.955246e+000
3.189993750074745e-003	1.394643e-001	6.685046e-001	8.958174e+000
3.194876562574745e-003	1.410927e-001	6.651682e-001	8.960712e+000
3.199759375074745e-003	1.425882e-001	6.622387e-001	8.962910e+000
3.204642187574745e-003	1.439496e-001	6.596781e-001	8.964803e+000
3.209525000074744e-003	1.451755e-001	6.574545e-001	8.966425e+000
3.214407812574744e-003	1.462647e-001	6.555411e-001	8.967805e+000
3.219290625074744e-003	1.472163e-001	6.539156e-001	8.968964e+000
3.224173437574744e-003	1.480294e-001	6.525598e-001	8.969921e+000
3.229056250074744e-003	1.487031e-001	6.514585e-001	8.970692e+000
3.233939062574744e-003	1.492369e-001	6.506001e-001	8.971289e+000
3.238821875074744e-003	1.496302e-001	6.499755e-001	8.971721e+000
3.243704687574744e-003	1.498827e-001	6.495781e-001	8.971995e+000
3.248587500074744e-003	1.499941e-001	6.494039e-001	8.972116e+000
3.253470312574744e-003	1.499643e-001	6.494511e-001	8.972084e+000
3.258353125074743e-003	1.497934e-001	6.497202e-001	8.971900e+000
3.263235937574743e-003	1.494816e-001	6.502138e-001	8.971560e+000
3.268118750074743e-003	1.490290e-001	6.509371e-001	8.971061e+000
3.273001562574743e-003	1.484362e-001	6.518977e-001	8.970392e+000
3.277884375074743e-003	1.477037e-001	6.531055e-001	8.969545e+000
3.282767187574743e-003	1.468322e-001	6.545738e-001	8.968507e+000
3.287650000074743e-003	1.458224e-001	6.563188e-001	8.967258e+000
3.292532812574743e-003	1.446754e-001	6.583605e-001	8.965781e+000
3.297415625074743e-003	1.433923e-001	6.607230e-001	8.964049e+000
3.302298437574743e-003	1.419742e-001	6.634349e-001	8.962033e+000
3.307181250074742e-003	1.404225e-001	6.665307e-001	8.959699e+000
3.312064062574742e-003	1.387386e-001	6.700510e-001	8.957004e+000
3.316946875074742e-003	1.369242e-001	6.740440e-001	8.953899e+000
3.321829687574742e-003	1.349809e-001	6.785667e-001	8.950327e+000
3.326712500074742e-003	1.329105e-001	6.836863e-001	8.946218e+000
3.331595312574742e-003	1.307151e-001	6.894822e-001	8.941494e+000
3.336478125074742e-003	1.283966e-001	6.960479e-001	8.936056e+000
3.341360937574742e-003	1.259573e-001	7.034941e-001	8.929795e+000
3.346243750074742e-003	1.233994e-001	7.119513e-001	8.922579e+000
3.351126562574741e-003	1.207254e-001	7.215732e-001	8.914249e+000
3.356009375074741e-003	1.179378e-001	7.325416e-001	8.904625e+000
3.360892187574741e-003	1.150392e-001	7.450711e-001	8.893488e+000
3.365775000074741e-003	1.120323e-001	7.594146e-001	8.880584e+000
3.370657812574741e-003	1.089200e-001	7.758701e-001	8.865610e+000
3.375540625074741e-003	1.057051e-001	7.947887e-001	8.848215e+000
3.380423437574741e-003	1.023908e-001	8.165833e-001	8.827980e+000
3.385306250074741e-003	9.898009e-002	8.417379e-001	8.804420e+000
3.390189062574741e-003	9.547623e-002	8.708193e-001	8.776963e+000
3.395071875074741e-003	9.188252e-002	9.044878e-001	8.744944e+000
3.399954687574740e-003	8.820233e-002	9.435103e-001	8.707591e+000
3.404837500074740e-003	8.443913e-002	9.887718e-001	8.664014e+000
3.409720312574740e-003	8.059646e-002	1.041287e+000	8.613193e+000
3.414603125074740e-003	7.667793e-002	1.102207e+000	8.553967e+000
3.419485937574740e-003	7.268724e-002	1.172830e+000	8.485034e+000
3.424368750074740e-003	6.862813e-002	1.254591e+000	8.404949e+000
3.429251562574740e-003	6.450444e-002	1.349059e+000	8.312134e+000
3.434134375074740e-003	6.032003e-002	1.457908e+000	8.204905e+000
3.439017187574740e-003	5.607886e-002	1.582881e+000	8.081509e+000
3.443900000074739e-003	5.178490e-002	1.725729e+000	7.940184e+000
3.448782812574739e-003	4.744221e-002	1.888126e+000	7.779243e+000
3.453665625074739e-003	4.305486e-002	2.071570e+000	7.597178e+000
3.458548437574739e-003	3.862700e-002	2.277253e+000	7.392783e+000
3.463431250074739e-003	3.416278e-002	2.505922e+000	7.165300e+000
3.468314062574739e-003	2.966641e-002	2.757737e+000	6.914557e+000
3.473196875074739e-003	2.514211e-002	3.032136e+000	6.641106e+000
3.478079687574739e-003	2.059415e-002	3.327734e+000	6.346320e+000
3.482962500074739e-003	1.602681e-002	3.642268e+000	6.032453e+000
3.492728125074738e-003	6.851196e-003	4.314849e+000	5.360743e+000
3.507376562574738e-003	-6.949758e-003	5.365833e+000	4.309834e+000
3.517142187574738e-003	-1.612491e-002	6.037274e+000	3.637608e+000
3.522025000074738e-003	-2.069188e-002	6.350924e+000	3.323322e+000
3.526907812574738e-003	-2.523937e-002	6.645451e+000	3.028008e+000
3.531790625074738e-003	-2.976312e-002	6.918609e+000	2.753917e+000
3.536673437574738e-003	-3.425884e-002	7.169036e+000	2.502422e+000
3.541556250074737e-003	-3.872233e-002	7.396194e+000	2.274077e+000
3.546439062574737e-003	-4.314937e-002	7.600260e+000	2.068712e+000
3.551321875074737e-003	-4.753580e-002	7.782005e+000	1.885573e+000
3.556204687574737e-003	-5.187749e-002	7.942640e+000	1.723463e+000
3.561087500074737e-003	-5.617036e-002	8.083677e+000	1.580882e+000
3.565970312574737e-003	-6.041035e-002	8.206808e+000	1.456151e+000
3.570853125074737e-003	-6.459350e-002	8.313796e+000	1.347520e+000
3.575735937574737e-003	-6.871585e-002	8.406393e+000	1.253246e+000
3.580618750074737e-003	-7.277353e-002	8.486285e+000	1.171657e+000
3.585501562574736e-003	-7.676271e-002	8.555048e+000	1.101185e+000
3.590384375074736e-003	-8.067966e-002	8.614124e+000	1.040395e+000
3.595267187574736e-003	-8.452066e-002	8.664816e+000	9.879944e-001
3.600150000074736e-003	-8.828212e-002	8.708280e+000	9.428313e-001
3.605032812574736e-003	-9.196049e-002	8.745535e+000	9.038937e-001
3.609915625074736e-003	-9.555231e-002	8.777471e+000	8.702983e-001
3.614798437574736e-003	-9.905420e-002	8.804855e+000	8.412799e-001
3.619681250074736e-003	-1.024629e-001	8.828355e+000	8.161795e-001
3.624564062574736e-003	-1.057751e-001	8.848536e+000	7.944317e-001
3.629446875074736e-003	-1.089878e-001	8.865887e+000	7.755533e-001
3.634329687574735e-003	-1.120979e-001	8.880821e+000	7.591329e-001
3.639212500074735e-003	-1.151025e-001	8.893693e+000	7.448198e-001
3.644095312574735e-003	-1.179987e-001	8.904801e+000	7.323167e-001
3.648978125074735e-003	-1.207840e-001	8.914402e+000	7.213714e-001
3.653860937574735e-003	-1.234555e-001	8.922710e+000	7.117699e-001
3.658743750074735e-003	-1.260108e-001	8.929910e+000	7.033308e-001
3.663626562574735e-003	-1.284476e-001	8.936155e+000	6.959006e-001
3.668509375074735e-003	-1.307634e-001	8.941579e+000	6.893492e-001
3.673392187574735e-003	-1.329562e-001	8.946293e+000	6.835662e-001
3.678275000074734e-003	-1.350239e-001	8.950392e+000	6.784582e-001
3.683157812574734e-003	-1.369645e-001	8.953955e+000	6.739461e-001
3.688040625074734e-003	-1.387761e-001	8.957052e+000	6.699629e-001
3.692923437574734e-003	-1.404572e-001	8.959741e+000	6.664516e-001
3.697806250074734e-003	-1.420060e-001	8.962070e+000	6.633643e-001
3.702689062574734e-003	-1.434212e-001	8.964080e+000	6.606603e-001
3.707571875074734e-003	-1.447015e-001	8.965807e+000	6.583053e-001
3.712454687574734e-003	-1.458455e-001	8.967280e+000	6.562707e-001
3.717337500074734e-003	-1.468523e-001	8.968525e+000	6.545326e-001
3.722220312574734e-003	-1.477208e-001	8.969562e+000	6.530708e-001
3.727103125074733e-003	-1.484504e-001	8.970406e+000	6.518693e-001
3.731985937574733e-003	-1.490402e-001	8.971070e+000	6.509150e-001
3.736868750074733e-003	-1.494897e-001	8.971567e+000	6.501977e-001
3.741751562574733e-003	-1.497986e-001	8.971904e+000	6.497101e-001
3.746634375074733e-003	-1.499665e-001	8.972086e+000	6.494470e-001
3.751517187574733e-003	-1.499932e-001	8.972115e+000	6.494057e-001
3.756400000074733e-003	-1.498787e-001	8.971992e+000	6.495858e-001
3.761282812574733e-003	-1.496232e-001	8.971715e+000	6.499891e-001
3.766165625074733e-003	-1.492269e-001	8.971280e+000	6.506198e-001
3.771048437574733e-003	-1.486901e-001	8.970680e+000	6.514844e-001
3.775931250074732e-003	-1.480134e-001	8.969907e+000	6.525919e-001
3.780814062574732e-003	-1.471974e-001	8.968946e+000	6.539543e-001
3.785696875074732e-003	-1.462428e-001	8.967785e+000	6.555865e-001
3.790579687574732e-003	-1.451506e-001	8.966401e+000	6.575068e-001
3.795462500074732e-003	-1.439218e-001	8.964774e+000	6.597378e-001
3.800345312574732e-003	-1.425576e-001	8.962876e+000	6.623061e-001
3.805228125074732e-003	-1.410591e-001	8.960674e+000	6.652439e-001
3.810110937574732e-003	-1.394279e-001	8.958128e+000	6.685890e-001
3.814993750074732e-003	-1.376655e-001	8.955194e+000	6.723866e-001
3.819876562574731e-003	-1.357736e-001	8.951817e+000	6.766900e-001
3.824759375074731e-003	-1.337538e-001	8.947931e+000	6.815621e-001
3.829642187574731e-003	-1.316081e-001	8.943463e+000	6.870770e-001
3.834525000074731e-003	-1.293386e-001	8.938324e+000	6.933226e-001
3.839407812574731e-003	-1.269474e-001	8.932407e+000	7.004021e-001
3.844290625074731e-003	-1.244366e-001	8.925590e+000	7.084378e-001
3.849173437574731e-003	-1.218088e-001	8.917727e+000	7.175736e-001
3.854056250074731e-003	-1.190663e-001	8.908644e+000	7.279797e-001
3.858939062574731e-003	-1.162118e-001	8.898140e+000	7.398567e-001
3.863821875074731e-003	-1.132479e-001	8.885976e+000	7.534415e-001
3.868704687574730e-003	-1.101774e-001	8.871869e+000	7.690132e-001
