time	V(vid)	V(vod1)	V(vod2)
2.580339732217615e-003	-7.247944e-002	7.229066e+000	2.474352e+000
2.589407812574758e-003	-7.990222e-002	7.438546e+000	2.263748e+000
2.599173437574757e-003	-8.753636e-002	7.640170e+000	2.060803e+000
2.608939062574757e-003	-9.484103e-002	7.820772e+000	1.878772e+000
2.618704687574757e-003	-1.017887e-001	7.980366e+000	1.717660e+000
2.623587500074757e-003	-1.051205e-001	8.052437e+000	1.644806e+000
2.628470312574757e-003	-1.083533e-001	8.119499e+000	1.576946e+000
2.633353125074757e-003	-1.114842e-001	8.181694e+000	1.513945e+000
2.638235937574757e-003	-1.145101e-001	8.239190e+000	1.455637e+000
2.643118750074757e-003	-1.174283e-001	8.292173e+000	1.401841e+000
2.648001562574756e-003	-1.202359e-001	8.340846e+000	1.352357e+000
2.652884375074756e-003	-1.229304e-001	8.385426e+000	1.306974e+000
2.657767187574756e-003	-1.255092e-001	8.426134e+000	1.265473e+000
2.662650000074756e-003	-1.279698e-001	8.463200e+000	1.227630e+000
2.667532812574756e-003	-1.303100e-001	8.496849e+000	1.193222e+000
2.672415625074756e-003	-1.325276e-001	8.527307e+000	1.162028e+000
2.677298437574756e-003	-1.346205e-001	8.554790e+000	1.133835e+000
2.682181250074756e-003	-1.365866e-001	8.579507e+000	1.108438e+000
2.687064062574756e-003	-1.384242e-001	8.601656e+000	1.085641e+000
2.691946875074756e-003	-1.401315e-001	8.621425e+000	1.065262e+000
2.696829687574755e-003	-1.417069e-001	8.638983e+000	1.047132e+000
2.701712500074755e-003	-1.431490e-001	8.654490e+000	1.031095e+000
2.706595312574755e-003	-1.444563e-001	8.668089e+000	1.017011e+000
2.711478125074755e-003	-1.456276e-001	8.679907e+000	1.004753e+000
2.716360937574755e-003	-1.466620e-001	8.690060e+000	9.942081e-001
2.726126562574755e-003	-1.483156e-001	8.705751e+000	9.778845e-001
2.735892187574755e-003	-1.494111e-001	8.715786e+000	9.674263e-001
2.745657812574754e-003	-1.499442e-001	8.720570e+000	9.624346e-001
2.755423437574754e-003	-1.499129e-001	8.720297e+000	9.627179e-001
2.765189062574754e-003	-1.493174e-001	8.714957e+000	9.682868e-001
2.774954687574754e-003	-1.481599e-001	8.704332e+000	9.793550e-001
2.784720312574754e-003	-1.464448e-001	8.687995e+000	9.963436e-001
2.789603125074753e-003	-1.453800e-001	8.677489e+000	1.007249e+000
2.794485937574753e-003	-1.441785e-001	8.665295e+000	1.019891e+000
2.799368750074753e-003	-1.428412e-001	8.651295e+000	1.034384e+000
2.804251562574753e-003	-1.413695e-001	8.635355e+000	1.050859e+000
2.809134375074753e-003	-1.397647e-001	8.617332e+000	1.069459e+000
2.814017187574753e-003	-1.380284e-001	8.597063e+000	1.090343e+000
2.818900000074753e-003	-1.361622e-001	8.574373e+000	1.113683e+000
2.823782812574753e-003	-1.341679e-001	8.549073e+000	1.139665e+000
2.828665625074753e-003	-1.320472e-001	8.520965e+000	1.168485e+000
2.833548437574752e-003	-1.298023e-001	8.489835e+000	1.200351e+000
2.838431250074752e-003	-1.274353e-001	8.455464e+000	1.235478e+000
2.843314062574752e-003	-1.249482e-001	8.417630e+000	1.274088e+000
2.848196875074752e-003	-1.223436e-001	8.376102e+000	1.316405e+000
2.853079687574752e-003	-1.196239e-001	8.330656e+000	1.362651e+000
2.857962500074752e-003	-1.167915e-001	8.281068e+000	1.413043e+000
2.862845312574752e-003	-1.138493e-001	8.227125e+000	1.467793e+000
2.867728125074752e-003	-1.107998e-001	8.168628e+000	1.527094e+000
2.872610937574752e-003	-1.076462e-001	8.105392e+000	1.591127e+000
2.877493750074752e-003	-1.043912e-001	8.037259e+000	1.660050e+000
2.887259375074751e-003	-9.758954e-002	7.885777e+000	1.813067e+000
2.897025000074751e-003	-9.042063e-002	7.713441e+000	1.986860e+000
2.906790625074751e-003	-8.291140e-002	7.520027e+000	2.181636e+000
2.916556250074751e-003	-7.509010e-002	7.305847e+000	2.397063e+000
2.926321875074751e-003	-6.698619e-002	7.071743e+000	2.632290e+000
2.940970312574750e-003	-5.436738e-002	6.686226e+000	3.019242e+000
2.955618750074750e-003	-4.128835e-002	6.265052e+000	3.441541e+000
2.961896651860464e-003	-3.554679e-002	6.073676e+000	3.633301e+000
2.968174553646178e-003	-2.977253e-002	5.879604e+000	3.827701e+000
2.974452455431892e-003	-2.396558e-002	5.682834e+000	4.024741e+000
2.980730357217607e-003	-1.812594e-002	5.483368e+000	4.224419e+000
2.987008259003321e-003	-1.225361e-002	5.281206e+000	4.426737e+000
2.993286160789035e-003	-6.348580e-003	5.076346e+000	4.631694e+000
2.999564062574749e-003	-4.108608e-004	4.868790e+000	4.839290e+000
3.005841964360463e-003	5.527513e-003	4.661146e+000	5.046917e+000
3.012119866146177e-003	1.143446e-002	4.456037e+000	5.251952e+000
3.018397767931891e-003	1.730997e-002	4.253462e+000	5.454393e+000
3.024675669717606e-003	2.315406e-002	4.053421e+000	5.654243e+000
3.030953571503320e-003	2.896672e-002	3.855915e+000	5.851500e+000
3.037231473289034e-003	3.474795e-002	3.660943e+000	6.046164e+000
3.043509375074748e-003	4.049775e-002	3.468506e+000	6.238235e+000
3.058157812574748e-003	5.360072e-002	3.044285e+000	6.661373e+000
3.072806250074747e-003	6.624995e-002	2.654975e+000	7.049279e+000
3.082571875074747e-003	7.437763e-002	2.417985e+000	7.285161e+000
3.092337500074747e-003	8.222537e-002	2.200690e+000	7.501220e+000
3.102103125074747e-003	8.976363e-002	2.003987e+000	7.696568e+000
3.111868750074747e-003	9.696405e-002	1.828256e+000	7.870841e+000
3.121634375074746e-003	1.037995e-001	1.673341e+000	8.024217e+000
3.126517187574746e-003	1.070723e-001	1.603499e+000	8.093266e+000
3.131400000074746e-003	1.102443e-001	1.538572e+000	8.157390e+000
3.136282812574746e-003	1.133125e-001	1.478408e+000	8.216744e+000
3.141165625074746e-003	1.162741e-001	1.422831e+000	8.271509e+000
3.146048437574746e-003	1.191263e-001	1.371647e+000	8.321880e+000
3.150931250074746e-003	1.218664e-001	1.324649e+000	8.368071e+000
3.155814062574746e-003	1.244917e-001	1.281622e+000	8.410301e+000
3.160696875074746e-003	1.269999e-001	1.242342e+000	8.448796e+000
3.165579687574745e-003	1.293886e-001	1.206587e+000	8.483785e+000
3.170462500074745e-003	1.316554e-001	1.174134e+000	8.515491e+000
3.175345312574745e-003	1.337984e-001	1.144766e+000	8.544139e+000
3.180228125074745e-003	1.358155e-001	1.118274e+000	8.569939e+000
3.185110937574745e-003	1.377047e-001	1.094460e+000	8.593092e+000
3.189993750074745e-003	1.394643e-001	1.073135e+000	8.613791e+000
3.194876562574745e-003	1.410927e-001	1.054125e+000	8.632215e+000
3.199759375074745e-003	1.425882e-001	1.037268e+000	8.648523e+000
3.204642187574745e-003	1.439496e-001	1.022419e+000	8.662868e+000
3.209525000074744e-003	1.451755e-001	1.009444e+000	8.675385e+000
3.214407812574744e-003	1.462647e-001	9.982268e-001	8.686192e+000
3.224173437574744e-003	1.480294e-001	9.806635e-001	8.703082e+000
3.233939062574744e-003	1.492369e-001	9.690709e-001	8.714209e+000
3.243704687574744e-003	1.498827e-001	9.630078e-001	8.720020e+000
3.253470312574744e-003	1.499643e-001	9.622416e-001	8.720754e+000
3.263235937574743e-003	1.494816e-001	9.667429e-001	8.716438e+000
3.273001562574743e-003	1.484362e-001	9.766842e-001	8.706898e+000
3.282767187574743e-003	1.468322e-001	9.924448e-001	8.691748e+000
3.287650000074743e-003	1.458224e-001	1.002684e+000	8.681889e+000
3.292532812574743e-003	1.446754e-001	1.014618e+000	8.670383e+000
3.297415625074743e-003	1.433923e-001	1.028356e+000	8.657120e+000
3.302298437574743e-003	1.419742e-001	1.044022e+000	8.641973e+000
3.307181250074742e-003	1.404225e-001	1.061754e+000	8.624802e+000
3.312064062574742e-003	1.387386e-001	1.081705e+000	8.605451e+000
3.316946875074742e-003	1.369242e-001	1.104041e+000	8.583751e+000
3.321829687574742e-003	1.349809e-001	1.128943e+000	8.559519e+000
3.326712500074742e-003	1.329105e-001	1.156603e+000	8.532558e+000
3.331595312574742e-003	1.307151e-001	1.187225e+000	8.502663e+000
3.336478125074742e-003	1.283966e-001	1.221022e+000	8.469616e+000
3.341360937574742e-003	1.259573e-001	1.258212e+000	8.433194e+000
3.346243750074742e-003	1.233994e-001	1.299019e+000	8.393171e+000
3.351126562574741e-003	1.207254e-001	1.343667e+000	8.349319e+000
3.356009375074741e-003	1.179378e-001	1.392375e+000	8.301414e+000
3.360892187574741e-003	1.150392e-001	1.445357e+000	8.249237e+000
3.365775000074741e-003	1.120323e-001	1.502815e+000	8.192585e+000
3.370657812574741e-003	1.089200e-001	1.564936e+000	8.131266e+000
3.375540625074741e-003	1.057051e-001	1.631885e+000	8.065110e+000
3.380423437574741e-003	1.023908e-001	1.703807e+000	7.993969e+000
3.390189062574741e-003	9.547623e-002	1.863003e+000	7.836287e+000
3.399954687574740e-003	8.820233e-002	2.043095e+000	7.657627e+000
3.409720312574740e-003	8.059646e-002	2.244125e+000	7.457925e+000
3.419485937574740e-003	7.268724e-002	2.465604e+000	7.237657e+000
3.434134375074740e-003	6.032003e-002	2.833851e+000	6.870986e+000
3.448782812574739e-003	4.744221e-002	3.240526e+000	6.465580e+000
3.455758259003311e-003	4.113096e-002	3.448139e+000	6.258463e+000
3.462733705431882e-003	3.477153e-002	3.659628e+000	6.047396e+000
3.469709151860453e-003	2.836391e-002	3.874996e+000	5.832381e+000
3.476684598289025e-003	2.190810e-002	4.094240e+000	5.613417e+000
3.483660044717596e-003	1.540411e-002	4.317363e+000	5.390505e+000
3.490635491146167e-003	8.851924e-003	4.544363e+000	5.163643e+000
3.497610937574738e-003	2.251554e-003	4.775240e+000	4.932834e+000
3.503191294717596e-003	-3.023602e-003	4.959542e+000	4.748535e+000
3.508771651860452e-003	-8.278963e-003	5.142200e+000	4.565834e+000
3.514352009003310e-003	-1.351453e-002	5.323216e+000	4.384731e+000
3.519932366146166e-003	-1.873030e-002	5.502588e+000	4.205225e+000
3.525512723289024e-003	-2.392628e-002	5.680317e+000	4.027317e+000
3.531093080431880e-003	-2.910246e-002	5.856403e+000	3.851006e+000
3.536673437574738e-003	-3.425884e-002	6.030846e+000	3.676292e+000
3.545741517931880e-003	-4.258293e-002	6.308405e+000	3.398186e+000
3.554809598289023e-003	-5.070485e-002	6.570984e+000	3.134941e+000
3.563877678646165e-003	-5.862462e-002	6.818583e+000	2.886559e+000
3.572945759003308e-003	-6.634223e-002	7.051202e+000	2.653040e+000
3.582013839360451e-003	-7.385769e-002	7.268841e+000	2.434382e+000
3.591081919717594e-003	-8.117098e-002	7.471500e+000	2.230587e+000
3.600150000074736e-003	-8.828212e-002	7.659180e+000	2.041654e+000
3.609915625074736e-003	-9.555231e-002	7.837671e+000	1.861724e+000
3.619681250074736e-003	-1.024629e-001	7.995187e+000	1.702684e+000
3.624564062574736e-003	-1.057751e-001	8.066246e+000	1.630838e+000
3.629446875074736e-003	-1.089878e-001	8.132322e+000	1.563962e+000
3.634329687574735e-003	-1.120979e-001	8.193563e+000	1.501913e+000
3.639212500074735e-003	-1.151025e-001	8.250141e+000	1.444523e+000
3.644095312574735e-003	-1.179987e-001	8.302246e+000	1.391606e+000
3.648978125074735e-003	-1.207840e-001	8.350083e+000	1.342960e+000
3.653860937574735e-003	-1.234555e-001	8.393870e+000	1.298371e+000
3.658743750074735e-003	-1.260108e-001	8.433832e+000	1.257619e+000
3.663626562574735e-003	-1.284476e-001	8.470196e+000	1.220480e+000
3.668509375074735e-003	-1.307634e-001	8.503188e+000	1.186733e+000
3.673392187574735e-003	-1.329562e-001	8.533033e+000	1.156156e+000
3.678275000074734e-003	-1.350239e-001	8.559947e+000	1.128538e+000
3.683157812574734e-003	-1.369645e-001	8.584136e+000	1.103676e+000
3.688040625074734e-003	-1.387761e-001	8.605795e+000	1.081377e+000
3.692923437574734e-003	-1.404572e-001	8.625107e+000	1.061461e+000
3.697806250074734e-003	-1.420060e-001	8.642243e+000	1.043762e+000
3.702689062574734e-003	-1.434212e-001	8.657358e+000	1.028127e+000
3.707571875074734e-003	-1.447015e-001	8.670591e+000	1.014417e+000
3.712454687574734e-003	-1.458455e-001	8.682068e+000	1.002510e+000
3.722220312574734e-003	-1.477208e-001	8.700184e+000	9.836807e-001
3.731985937574733e-003	-1.490402e-001	8.712420e+000	9.709360e-001
3.741751562574733e-003	-1.497986e-001	8.719269e+000	9.637921e-001
3.751517187574733e-003	-1.499932e-001	8.721009e+000	9.619754e-001
3.761282812574733e-003	-1.496232e-001	8.717710e+000	9.654159e-001
3.771048437574733e-003	-1.486901e-001	8.709240e+000	9.742455e-001
3.780814062574732e-003	-1.471974e-001	8.695252e+000	9.888018e-001
3.785696875074732e-003	-1.462428e-001	8.686024e+000	9.983907e-001
3.790579687574732e-003	-1.451506e-001	8.675189e+000	1.009635e+000
3.795462500074732e-003	-1.439218e-001	8.662643e+000	1.022637e+000
3.800345312574732e-003	-1.425576e-001	8.648266e+000	1.037516e+000
3.805228125074732e-003	-1.410591e-001	8.631923e+000	1.054404e+000
3.810110937574732e-003	-1.394279e-001	8.613463e+000	1.073448e+000
3.814993750074732e-003	-1.376655e-001	8.592724e+000	1.094809e+000
3.819876562574731e-003	-1.357736e-001	8.569529e+000	1.118662e+000
3.824759375074731e-003	-1.337538e-001	8.543683e+000	1.145195e+000
3.829642187574731e-003	-1.316081e-001	8.514987e+000	1.174608e+000
3.834525000074731e-003	-1.293386e-001	8.483227e+000	1.207108e+000
3.839407812574731e-003	-1.269474e-001	8.448182e+000	1.242914e+000
3.844290625074731e-003	-1.244366e-001	8.409627e+000	1.282248e+000
3.849173437574731e-003	-1.218088e-001	8.367334e+000	1.325333e+000
3.854056250074731e-003	-1.190663e-001	8.321076e+000	1.372391e+000
3.858939062574731e-003	-1.162118e-001	8.270634e+000	1.423638e+000
3.863821875074731e-003	-1.132479e-001	8.215796e+000	1.479283e+000
3.868704687574730e-003	-1.101774e-001	8.156364e+000	1.539517e+000
3.873587500074730e-003	-1.070032e-001	8.092163e+000	1.604516e+000
3.878470312574730e-003	-1.037283e-001	8.023032e+000	1.674433e+000
3.888235937574730e-003	-9.688874e-002	7.869490e+000	1.829503e+000
3.898001562574730e-003	-8.968457e-002	7.695048e+000	2.005395e+000
3.907767187574730e-003	-8.214284e-002	7.499534e+000	2.202260e+000
3.917532812574729e-003	-7.429194e-002	7.283315e+000	2.419713e+000
3.927298437574729e-003	-6.616142e-002	7.047284e+000	2.656855e+000
3.941946875074729e-003	-5.350856e-002	6.659180e+000	3.046373e+000
3.956595312574729e-003	-4.040274e-002	6.235886e+000	3.470770e+000
3.962873214360443e-003	-3.465196e-002	6.043761e+000	3.663272e+000
3.969151116146157e-003	-2.886991e-002	5.849052e+000	3.858299e+000
3.975429017931871e-003	-2.305657e-002	5.651761e+000	4.055851e+000
3.981706919717585e-003	-1.721196e-002	5.451886e+000	4.255930e+000
3.987984821503299e-003	-1.133608e-002	5.249428e+000	4.458533e+000
3.994262723289013e-003	-5.428914e-003	5.044387e+000	4.663663e+000
4.000540625074728e-003	5.095262e-004	4.836763e+000	4.871318e+000
4.006818526860442e-003	6.447155e-003	4.629180e+000	5.078876e+000
4.013096428646156e-003	1.235194e-002	4.424244e+000	5.283727e+000
4.019374330431870e-003	1.822388e-002	4.221957e+000	5.485872e+000
4.025652232217584e-003	2.406297e-002	4.022317e+000	5.685312e+000
4.031930134003299e-003	2.986922e-002	3.825326e+000	5.882045e+000
4.038208035789012e-003	3.564263e-002	3.630983e+000	6.076072e+000
4.044485937574727e-003	4.138319e-002	3.439287e+000	6.267392e+000
4.059134375074726e-003	5.445933e-002	3.017167e+000	6.688407e+000
4.073782812574726e-003	6.707446e-002	2.630425e+000	7.073725e+000
4.083548437574726e-003	7.517550e-002	2.395351e+000	7.307678e+000
4.093314062574726e-003	8.299360e-002	2.180083e+000	7.521697e+000
4.103079687574725e-003	9.049933e-002	1.985468e+000	7.714944e+000
4.112845312574725e-003	9.766445e-002	1.811835e+000	7.887111e+000
4.122610937574725e-003	1.044620e-001	1.658973e+000	8.038427e+000
4.127493750074725e-003	1.077148e-001	1.590125e+000	8.106481e+000
4.132376562574725e-003	1.108663e-001	1.526164e+000	8.169637e+000
4.137259375074725e-003	1.139135e-001	1.466932e+000	8.228058e+000
4.142142187574725e-003	1.168534e-001	1.412249e+000	8.281928e+000
4.147025000074724e-003	1.196834e-001	1.361919e+000	8.331446e+000
4.151907812574724e-003	1.224007e-001	1.315733e+000	8.376827e+000
4.156790625074724e-003	1.250028e-001	1.273473e+000	8.418291e+000
4.161673437574724e-003	1.274873e-001	1.234916e+000	8.456067e+000
4.166556250074724e-003	1.298517e-001	1.199839e+000	8.490381e+000
4.171439062574724e-003	1.320940e-001	1.168020e+000	8.521460e+000
4.176321875074724e-003	1.342120e-001	1.139244e+000	8.549520e+000
4.181204687574724e-003	1.362036e-001	1.113303e+000	8.574775e+000
4.186087500074724e-003	1.380670e-001	1.090001e+000	8.597423e+000
4.190970312574724e-003	1.398005e-001	1.069153e+000	8.617653e+000
4.195853125074723e-003	1.414025e-001	1.050586e+000	8.635640e+000
4.200735937574723e-003	1.428713e-001	1.034142e+000	8.651546e+000
4.205618750074723e-003	1.442057e-001	1.019678e+000	8.665515e+000
4.210501562574723e-003	1.454043e-001	1.007064e+000	8.677680e+000
4.215384375074723e-003	1.464661e-001	9.961848e-001	8.688158e+000
4.225150000074723e-003	1.481753e-001	9.792445e-001	8.704445e+000
4.234915625074723e-003	1.493268e-001	9.682212e-001	8.715023e+000
4.244681250074722e-003	1.499162e-001	9.626948e-001	8.720320e+000
4.254446875074722e-003	1.499415e-001	9.624534e-001	8.720551e+000
4.264212500074722e-003	1.494023e-001	9.674876e-001	8.715723e+000
4.273978125074722e-003	1.483009e-001	9.779903e-001	8.705644e+000
4.283743750074722e-003	1.466412e-001	9.943619e-001	8.689902e+000
4.288626562574721e-003	1.456040e-001	1.004932e+000	8.679723e+000
4.293509375074721e-003	1.444297e-001	1.017218e+000	8.667875e+000
4.298392187574721e-003	1.431195e-001	1.031331e+000	8.654245e+000
4.303275000074721e-003	1.416745e-001	1.047399e+000	8.638705e+000
4.308157812574721e-003	1.400963e-001	1.065562e+000	8.621111e+000
4.313040625074721e-003	1.383861e-001	1.085976e+000	8.601305e+000
4.317923437574721e-003	1.365458e-001	1.108810e+000	8.579113e+000
4.322806250074721e-003	1.345769e-001	1.134248e+000	8.554352e+000
4.327689062574721e-003	1.324814e-001	1.162484e+000	8.526821e+000
4.332571875074721e-003	1.302612e-001	1.193724e+000	8.496313e+000
4.337454687574720e-003	1.279183e-001	1.228181e+000	8.462608e+000
4.342337500074720e-003	1.254551e-001	1.266077e+000	8.425485e+000
4.347220312574720e-003	1.228738e-001	1.307634e+000	8.384714e+000
4.352103125074720e-003	1.201769e-001	1.353077e+000	8.340069e+000
4.356985937574720e-003	1.173669e-001	1.402623e+000	8.291327e+000
4.361868750074720e-003	1.144464e-001	1.456485e+000	8.238272e+000
4.366751562574720e-003	1.114182e-001	1.514861e+000	8.180700e+000
4.371634375074720e-003	1.082851e-001	1.577934e+000	8.118426e+000
4.376517187574720e-003	1.050501e-001	1.645867e+000	8.051285e+000
4.381400000074719e-003	1.017163e-001	1.718798e+000	7.979132e+000
4.391165625074719e-003	9.476458e-002	1.880067e+000	7.819370e+000
4.400931250074719e-003	8.745622e-002	2.062259e+000	7.638599e+000
4.410696875074719e-003	7.981870e-002	2.265365e+000	7.436811e+000
4.420462500074719e-003	7.188077e-002	2.488842e+000	7.214533e+000
4.435110937574718e-003	5.947621e-002	2.859837e+000	6.845095e+000
4.449759375074718e-003	4.656818e-002	3.268841e+000	6.437339e+000
4.456037276860433e-003	4.088644e-002	3.455817e+000	6.250803e+000
4.462315178646146e-003	3.516354e-002	3.646105e+000	6.060896e+000
4.468593080431861e-003	2.939949e-002	3.839706e+000	5.867619e+000
4.474870982217574e-003	2.359427e-002	4.036620e+000	5.670972e+000
4.481148884003289e-003	1.774789e-002	4.236847e+000	5.470954e+000
4.487426785789003e-003	1.186035e-002	4.440386e+000	5.267565e+000
4.493704687574717e-003	5.931645e-003	4.647238e+000	5.060806e+000
4.498587500074717e-003	1.320428e-003	4.808151e+000	4.899927e+000
4.503470312574717e-003	-3.281231e-003	4.968262e+000	4.739814e+000
4.508353125074717e-003	-7.873333e-003	5.127570e+000	4.580469e+000
4.513235937574717e-003	-1.245588e-002	5.286076e+000	4.421892e+000
4.518118750074717e-003	-1.702886e-002	5.443780e+000	4.264082e+000
4.523001562574716e-003	-2.159229e-002	5.600681e+000	4.107039e+000
4.527884375074716e-003	-2.614616e-002	5.756780e+000	3.950764e+000
4.536952455431859e-003	-3.457981e-002	6.043685e+000	3.663434e+000
4.546020535789001e-003	-4.283596e-002	6.317039e+000	3.389535e+000
4.555088616146144e-003	-5.091460e-002	6.576841e+000	3.129067e+000
4.564156696503287e-003	-5.881572e-002	6.823092e+000	2.882030e+000
4.573224776860430e-003	-6.653934e-002	7.055791e+000	2.648424e+000
4.582292857217572e-003	-7.408545e-002	7.274939e+000	2.428248e+000
4.591360937574715e-003	-8.145405e-002	7.480535e+000	2.221504e+000
4.601126562574715e-003	-8.902455e-002	7.677979e+000	2.022716e+000
4.610892187574715e-003	-9.625999e-002	7.854361e+000	1.844885e+000
4.620657812574714e-003	-1.031331e-001	8.009804e+000	1.687911e+000
4.625540625074714e-003	-1.064257e-001	8.079855e+000	1.617070e+000
4.630423437574714e-003	-1.096181e-001	8.144953e+000	1.551172e+000
4.635306250074714e-003	-1.127073e-001	8.205247e+000	1.490068e+000
4.640189062574714e-003	-1.156905e-001	8.260914e+000	1.433588e+000
4.645071875074714e-003	-1.185648e-001	8.312148e+000	1.381542e+000
4.649954687574714e-003	-1.213274e-001	8.359158e+000	1.333724e+000
4.654837500074714e-003	-1.239759e-001	8.402162e+000	1.289920e+000
4.659720312574714e-003	-1.265077e-001	8.441385e+000	1.249909e+000
4.664603125074713e-003	-1.289205e-001	8.477057e+000	1.213467e+000
4.669485937574713e-003	-1.312119e-001	8.509402e+000	1.180371e+000
4.674368750074713e-003	-1.333798e-001	8.538644e+000	1.150403e+000
4.679251562574713e-003	-1.354222e-001	8.564997e+000	1.123352e+000
4.684134375074713e-003	-1.373371e-001	8.588664e+000	1.099018e+000
4.689017187574713e-003	-1.391228e-001	8.609839e+000	1.077209e+000
4.693900000074713e-003	-1.407776e-001	8.628704e+000	1.057749e+000
4.698782812574713e-003	-1.422998e-001	8.645424e+000	1.040474e+000
4.703665625074713e-003	-1.436881e-001	8.660151e+000	1.025235e+000
4.708548437574713e-003	-1.449412e-001	8.673023e+000	1.011895e+000
4.713431250074712e-003	-1.460579e-001	8.684162e+000	1.000335e+000
4.723196875074712e-003	-1.478779e-001	8.701662e+000	9.821421e-001
4.732962500074712e-003	-1.491413e-001	8.713341e+000	9.699757e-001
4.742728125074712e-003	-1.498435e-001	8.719670e+000	9.633735e-001
4.752493750074712e-003	-1.499816e-001	8.720906e+000	9.620823e-001
4.762259375074711e-003	-1.495552e-001	8.717100e+000	9.660524e-001
4.772025000074711e-003	-1.485660e-001	8.708097e+000	9.754361e-001
4.781790625074711e-003	-1.470175e-001	8.693531e+000	9.905917e-001
4.786673437574711e-003	-1.460354e-001	8.683989e+000	1.000504e+000
4.791556250074711e-003	-1.449158e-001	8.672821e+000	1.012091e+000
4.796439062574711e-003	-1.436598e-001	8.659919e+000	1.025459e+000
4.801321875074711e-003	-1.422686e-001	8.645160e+000	1.040728e+000
4.806204687574710e-003	-1.407435e-001	8.628405e+000	1.058035e+000
4.811087500074710e-003	-1.390859e-001	8.609503e+000	1.077529e+000
4.815970312574710e-003	-1.372975e-001	8.588287e+000	1.099374e+000
4.820853125074710e-003	-1.353798e-001	8.564577e+000	1.123748e+000
4.825735937574710e-003	-1.333347e-001	8.538178e+000	1.150841e+000
4.830618750074710e-003	-1.311641e-001	8.508887e+000	1.180854e+000
4.835501562574710e-003	-1.288700e-001	8.476488e+000	1.213998e+000
4.840384375074710e-003	-1.264547e-001	8.440760e+000	1.250492e+000
4.845267187574710e-003	-1.239204e-001	8.401475e+000	1.290558e+000
4.850150000074710e-003	-1.212694e-001	8.358407e+000	1.334419e+000
4.855032812574709e-003	-1.185043e-001	8.311330e+000	1.382298e+000
4.859915625074709e-003	-1.156277e-001	8.260024e+000	1.434409e+000
4.864798437574709e-003	-1.126422e-001	8.204283e+000	1.490957e+000
4.869681250074709e-003	-1.095507e-001	8.143911e+000	1.552130e+000
4.874564062574709e-003	-1.063561e-001	8.078735e+000	1.618102e+000
4.879446875074709e-003	-1.030615e-001	8.008602e+000	1.689018e+000
4.889212500074709e-003	-9.618430e-002	7.852993e+000	1.846149e+000
4.898978125074708e-003	-8.894513e-002	7.676443e+000	2.024140e+000
4.908743750074708e-003	-8.137118e-002	7.478832e+000	2.223089e+000
4.913626562574708e-003	-7.746753e-002	7.372241e+000	2.330307e+000
4.923392187574708e-003	-6.944524e-002	7.143997e+000	2.559713e+000
4.938040625074708e-003	-5.693144e-002	6.766404e+000	2.938802e+000
4.952689062574707e-003	-4.393571e-002	6.351790e+000	3.354603e+000
4.958269419717564e-003	-3.886518e-002	6.184359e+000	3.522404e+000
4.963849776860422e-003	-3.376268e-002	6.014304e+000	3.692782e+000
4.969430134003279e-003	-2.862820e-002	5.841627e+000	3.865737e+000
4.975010491146135e-003	-2.346174e-002	5.666327e+000	4.041270e+000
4.980590848288992e-003	-1.826330e-002	5.488404e+000	4.219380e+000
4.986171205431850e-003	-1.303288e-002	5.307858e+000	4.400068e+000
4.991751562574706e-003	-7.770489e-003	5.124689e+000	4.583333e+000
4.996634375074706e-003	-3.171790e-003	4.964859e+000	4.743211e+000
5.000000000000000e-003	-1.836970e-016	4.854497e+000	4.853592e+000
